DOI,Source title,Abstract,REASON
10.1002/jcc.26984,Journal of Computational Chemistry,"Conformer-RL is an open-source Python package for applying deep reinforcement learning (RL) to the task of generating a diverse set of low-energy conformations for a single molecule. The library features a simple interface to train a deep RL conformer generation model on any covalently bonded molecule or polymer, including most drug-like molecules. Under the hood, it implements state-of-the-art RL algorithms and graph neural network architectures tuned specifically for molecular structures. Conformer-RL is also a platform for researching new algorithms and neural network architectures for conformer generation, as the library contains modular class interfaces for RL environments and agents, allowing users to easily swap components with their own implementations. Additionally, it comes with tools to visualize and save generated conformers for further analysis. Conformer-RL is well-tested and thoroughly documented with tutorials for each of the functionalities mentioned above, and is available on PyPi and Github: https://github.com/ZimmermanGroup/conformer-rl. © 2024 Elsevier B.V., All rights reserved.",TOPIC
10.1002/rnc.7626,International Journal of Robust and Nonlinear Control,"Reinforcement learning is commonly associated with training of reward-maximizing (or cost-minimizing) agents, in other words, controllers. It can be applied in model-free or model-based fashion, using a priori or online collected system data to train involved parametric architectures. In general, online reinforcement learning does not guarantee closed loop stability unless special measures are taken, for instance, through learning constraints or tailored training rules. Particularly promising are hybrids of reinforcement learning with classical control approaches. In this work, we suggest a method to guarantee practical stability of the system-controller closed loop in a purely online learning setting, in other words, without offline training. Moreover, we assume only partial knowledge of the system model. To achieve the claimed results, we employ techniques of classical adaptive control. The implementation of the overall control scheme is provided explicitly in a digital, sampled setting. That is, the controller receives the state of the system and computes the control action at discrete, specifically, equidistant moments in time. The method is tested in adaptive traction control and cruise control where it proved to significantly reduce the cost. © 2024 Elsevier B.V., All rights reserved.",TOPIC
10.1002/sim.10068,Statistics in Medicine,"Data sharing barriers present paramount challenges arising from multicenter clinical studies where multiple data sources are stored and managed in a distributed fashion at different local study sites. Merging such data sources into a common data storage for a centralized statistical analysis requires a data use agreement, which is often time-consuming. Data merging may become more burdensome when propensity score modeling is involved in the analysis because combining many confounding variables, and systematic incorporation of this additional modeling in a meta-analysis has not been thoroughly investigated in the literature. Motivated from a multicenter clinical trial of basal insulin treatment for reducing the risk of post-transplantation diabetes mellitus, we propose a new inference framework that avoids the merging of subject-level raw data from multiple sites at a centralized facility but needs only the sharing of summary statistics. Unlike the architecture of federated learning, the proposed collaborative inference does not need a center site to combine local results and thus enjoys maximal protection of data privacy and minimal sensitivity to unbalanced data distributions across data sources. We show theoretically and numerically that the new distributed inference approach has little loss of statistical power compared to the centralized method that requires merging the entire data. We present large-sample properties and algorithms for the proposed method. We illustrate its performance by simulation experiments and the motivating example on the differential average treatment effect of basal insulin to lower risk of diabetes among kidney-transplant patients compared to the standard-of-care. © 2024 Elsevier B.V., All rights reserved.",TOPIC
10.1002/wnan.1336,Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,"As ordered nanoscale architectures, viruses and virus-like particles (VLPs) remain unsurpassed by synthetic strategies to produce uniform and symmetric nanoparticles. Maintaining or mimicking the symmetry of pathogenic viruses, VLPs offer a ready platform for facilitating recognition, uptake, and processing by the immune system. An emerging understanding of how viruses interact with the immune system offers a means of precisely designing nanoparticles for biomedical use, both with respect to the structure of the particle as well as their ability to stimulate the immune system. Here we discuss recent advances by our group toward two parallel and complementary applications of VLPs, derived primarily from plants, bacteriophage, and nonviral sources, in biomedicine: diagnostic imaging and rational vaccine design. First we discuss advances in increasing VLP payloads of gadolinium magnetic resonance imaging (MRI) contrast agent as well as controlling the characteristics of individual gadolinium containing molecules to increase efficacy. In order to better understand the in vivo potential of VLP constructs, we then discuss the interface of protein-cages and the immune system beginning with the nonspecific innate immune system stimulation and continuing into the use of nonpathogenic VLPs as scaffolds for specific antigen presentation and control of the immune response. © 2021 Elsevier B.V., All rights reserved.",TOPIC
10.1002/wnan.1591,Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,"The self-assembly of viral building blocks bears exciting prospects for fabricating new types of bionanoparticles with multivalent protein shells. These enable a spatially controlled immobilization of functionalities at highest surface densities—an increasing demand worldwide for applications from vaccination to tissue engineering, biocatalysis, and sensing. Certain plant viruses hold particular promise because they are sustainably available, biodegradable, nonpathogenic for mammals, and amenable to in vitro self-organization of virus-like particles. This offers great opportunities for their redesign into novel “green” carrier systems by spatial and structural synthetic biology approaches, as worked out here for the robust nanotubular tobacco mosaic virus (TMV) as prime example. Natural TMV of 300 x 18 nm is built from more than 2,100 identical coat proteins (CPs) helically arranged around a 6,395 nucleotides ssRNA. In vitro, TMV-like particles (TLPs) may self-assemble also from modified CPs and RNAs if the latter contain an Origin of Assembly structure, which initiates a bidirectional encapsidation. By way of tailored RNA, the process can be reprogrammed to yield uncommon shapes such as branched nanoobjects. The nonsymmetric mechanism also proceeds on 3'-terminally immobilized RNA and can integrate distinct CP types in blends or serially. Other emerging plant virus-deduced systems include the usually isometric cowpea chlorotic mottle virus (CCMV) with further strikingly altered structures up to “cherrybombs” with protruding nucleic acids. Cartoon strips and pictorial descriptions of major RNA-based strategies induct the reader into a rare field of nanoconstruction that can give rise to utile soft-matter architectures for complex tasks. This article is categorized under: Biology-Inspired Nanomaterials > Protein and Virus-Based Structures Nanotechnology Approaches to Biology > Nanoscale Systems in Biology Biology-Inspired Nanomaterials > Nucleic Acid-Based Structures. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/11431053_18,Lecture Notes in Computer Science,"Business models on the basis of digital content require sophisticated descriptions of that content, as well as service-oriented carrier architectures that allow to negotiate and enforce contract and license schemes in heterogeneous digital application environments. We describe Knowledge Content Objects (KCO), that provide expressive semantic descriptions of digital content, based on an ontology of Information Objects, built under the DOLCE, DnS and Plan Ontologies (DDPO). In particular, we discuss how this structure supports business requirements within the context of paid content. Interactions between agents are embedded into digital infrastructures that are implemented on an advanced knowledge content carrier architecture (KCCA) that communicates via a dedicated protocol (KCTP). We show how this architecture allows to integrate existing digital repositories so that the content can be made available to a semantically rich digital environment. © Springer-Verlag Berlin Heidelberg 2005. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/3-540-36124-3_47,Lecture Notes in Computer Science,"This paper makes two primary contributions toward establishing support for application-specific factors in middleware security mechanisms. First, it develops a simple classification framework for reasoning about the architecture of the security mechanisms in distributed applications that follow the decision-enforcement paradigm of the reference monitor. It uses the framework to demonstrate that the existing solutions lack satisfying tradeoffs for a wide range of those applications that require application-specific factors to be used in security decisions while mediating access requests. Second, by introducing attribute function in addition to decision and enforcement functions, it proposes a novel scheme for clean separation among suppliers of middleware security, security decision logic, and application-logic, while supporting application-specific protection policies. To illustrate the scheme on a concrete example, we describe its mapping into CORBA Security. © Springer-Verlag Berlin Heidelberg 2002. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/3-540-46080-2_74,Lecture Notes in Computer Science,"JCSP is a library of Java packages providing an extended version of the CSP/occam model for Communicating Processes. The current (1.0) release supports concurrency within a single Java Virtual Machine (which may be multi-processor). This paper presents recent work on extended facilities for the dynamic construction of CSP networks across distributed environments (such as the Internet). Details of the underlying network fabric and control (such as machine addresses, socket connections, local multiplexing and de-multiplexing of application channels, acknowledgement packets to preserve synchronisation semantics) are hidden from the JCSP programmer, who works entirely at the application level and CSP primitives. A simple brokerage service - based on channel names - is provided to let distributed JCSP components find and connect to each other. Distributed JCSP networks may securely evolve, as components join and leave at run-time with no centralised or pre-planned control. Higher level brokers, providing user-defined matching services, are easy to bootstrap on top of the basic Channel Name Server (CNS) - using standard JCSP processes and networking. These may impose user-defined control over the structure of network being built. JCSP network channels may be configured for the automatic loading of class files for received objects whose classes are not available locally (this uses the network channel from which they were received - The sender must have them). Also provided are connection channels (for extended bi-directional transactions between clients and servers) and anonymous channels (to set up communications without using any central registry - such as the given CNS). The aims of JCSP.net are to simplify the construction and programming of dynamically distributed and parallel systems. It provides high-level support for CSP architectures, unifying concurrency logic within and between processors. Applications cover all areas of concurrent computing - including e-commerce, agent technology, home networks, embedded systems, high-performance clusters and The Grid. © Springer-Verlag Berlin Heidelberg 2002. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-02671-4_4,Lecture Notes in Computer Science,"The growing impact of IoT and Blockchain platforms on business applications has increased interest in leveraging large enterprise systems as Cloud-enabled microservices. However, large and monolithic enterprise systems are unsuitable for flexible integration with such platforms. This paper presents a technique to support the re-engineering of an enterprise system based on the fundamental mechanisms for structuring its architecture, i.e., business objects managed by software functions and their relationships which influence business object interactions via the functions. The technique relies on a heuristic for deriving business object exclusive containment relationships based on analysis of source code and system logs. Furthermore, the paper provides an analysis of distributing enterprise systems based on the business object containment relationships using the NSGA II software clustering and optimization technique. The heuristics and the software clustering and optimization techniques have been validated against two open-source enterprise systems: SugarCRM and ChurchCRM. The experiments demonstrate that the proposed approach can identify microservice designs which support multiple desired microservice characteristics, such as high cohesion, low coupling, high scalability, high availability, and processing efficiency. © 2018 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-25748-4_2,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","5G networks will provide the platform for deploying large number of tenant-associated management, control and end-user applications having different resource requirements at the infrastructure level. In this context, the 5G infrastructure provider must optimize the infrastructure resource utilization and increase its revenue by intelligently admitting network slices that bring the most revenue to the system. In addition, it must ensure that resources can be scaled dynamically for the deployed slices when there is a demand for them from the deployed slices. In this paper, we present a neural networks-driven policy agent for network slice admission that learns the characteristics of the slices deployed by the network tenants from their resource requirements profile and balances the costs and benefits of slice admission against resource management and orchestration costs. The policy agent learns to admit the most profitable slices in the network while ensuring their resource demands can be scaled elastically. We present the system model, the policy agent architecture and results from simulation study showing an increased revenue for infra-structure provider compared to other relevant slice admission strategies. © 2019 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-33246-4_30,Lecture Notes in Computer Science,"A key impediment towards maturing microservice architecture conceptions is the uncertainty about what it means to design fine-grained functionality for microservices. Under a traditional service-oriented architecture (SOA), the unit of functionality for software components concerns individual business domain objects and encapsulated operations, enabling desirable architectural properties such as high cohesion and loose-coupling of its components. However, at present it is not clear how this SOA design strategy should be refined for microservices nor, more generally, how design considerations for different degrees of granularity apply, in a consistent and systematic way, for large SOA systems to smaller microservices. This paper proposes microservice patterns, as a contribution to the maturity of microservice architectures, through the refinement of the functional structure of SOAs. The patterns are derived by considering the splitting of business object (BO) operations and salient types of BO relationships, which influence software structure (as captured in UML): object association, exclusive containment, inclusive containment and specialisation (i.e., subtyping). The viability of the patterns for evolving large SOA systems into microservices is demonstrated through automated microservices discovery algorithms, on two open-source enterprise systems used widely in practice, Dolibarr and SugarCRM. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-33246-4_31,Lecture Notes in Computer Science,"Microservices have been introduced to industry as a novel architectural design for software development in cloud-based applications. This development has increased interest in finding new methodologies to migrate existing enterprise systems into microservices to achieve desirable performance characteristics such as high scalability, high availability, high cohesion and low coupling. A key challenge in this context is discovering microserviceable components with promising characteristics from a complex monolithic code base while predicting their resulting characteristics. This paper presents a technique to support such re-engineering of an enterprise system based on the fundamental mechanisms for structuring its architecture, i.e., business objects managed by software functions and their interactions. The technique relies on queuing theory and business object relationship analysis. A prototype for microservice discovery and characteristic analysis was developed using the NSGA II software clustering and optimization technique and has been validated against two open-source enterprise systems, SugarCRM and ChurchCRM. Our experiments demonstrate that the proposed approach can recommend microservice design which improves scalability, availability and execution efficiency of the system while achieving high cohesion and low coupling in software modules. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-34356-9_2,Lecture Notes in Computer Science,"In a virtualized computing server (node) with multiple Virtual Machines (VMs), it is necessary to dynamically allocate memory among the VMs. In many cases, this is done only considering the memory demand of each VM without having a node-wide view. There are many solutions for the dynamic memory allocation problem, some of which use machine learning in some form. This paper introduces CAVMem (Continuous-Action Algorithm for Virtualized Memory Management), a proof-of-concept mechanism for a decentralized dynamic memory allocation solution in virtualized nodes that applies a continuous-action reinforcement learning (RL) algorithm called Deep Deterministic Policy Gradient (DDPG). CAVMem with DDPG is compared with other RL algorithms such as Q-Learning (QL) and Deep Q-Learning (DQL) in an environment that models a virtualized node. In order to obtain linear scaling and be able to dynamically add and remove VMs, CAVMem has one agent per VM connected via a lightweight coordination mechanism. The agents learn how much memory to bid for or return, in a given state, so that each VM obtains a fair level of performance subject to the available memory resources. Our results show that CAVMem with DDPG performs better than QL and a static allocation case, but it is competitive with DQL. However, CAVMem incurs significant less training overheads than DQL, making the continuous-action approach a more cost-effective solution. © 2019 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-50371-0_6,Lecture Notes in Computer Science,"Reinforcement learning is a very active field of research with many practical applications. Success in many cases is driven by combining it with Deep Learning. In this paper we present the results of our attempt to use modern advancements in this area for automated management of resources used to host distributed software. We describe the use of an autonomous agent that employs a policy trained with use of Proximal Policy Optimization algorithm. The agent is managing a cloud infrastructure used to process a sample workload. We present the design and architecture of a complete autonomous management system and explain how the management policy was trained. Finally, we compare the performance to the traditional automatic management approach exploited in AWS stack and discuss feasibility to use the presented approach in other scenarios. © 2022 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-51924-7_2,Lecture Notes in Computer Science,"Online social networks are known to lack adequate multi-user privacy support. In this paper we present EXPRI, an agent architecture that aims to assist users in managing multi-user privacy conflicts. By considering the personal utility of sharing content and the individually preferred moral values of each user involved in the conflict, EXPRI identifies the best collaborative solution by applying practical reasoning techniques. Such techniques provide the agent with the cognitive process that is necessary for explainability. Furthermore, the knowledge gathered during the practical reasoning process allows EXPRI to engage in contrastive explanations. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-52791-4_17,Communications in Computer and Information Science,"Late gadolinium enhanced (LGE) cardiac magnetic resonance (CMR) imaging is the current gold standard for assessing myocardium viability for patients diagnosed with myocardial infarction, myocarditis or cardiomyopathy. This imaging method enables the identification and quantification of myocardial tissue regions that appear hyper-enhanced. However, the delineation of the myocardium is hampered by the reduced contrast between the myocardium and the left ventricle (LV) blood-pool due to the gadolinium-based contrast agent. The balanced-Steady State Free Precession (bSSFP) cine CMR imaging provides high resolution images with superior contrast between the myocardium and the LV blood-pool. Hence, the registration of the LGE CMR images and the bSSFP cine CMR images is a vital step for accurate localization and quantification of the compromised myocardial tissue. Here, we propose a Spatial Transformer Network (STN) inspired convolutional neural network (CNN) architecture to perform supervised registration of bSSFP cine CMR and LGE CMR images. We evaluate our proposed method on the 2019 Multi-Sequence Cardiac Magnetic Resonance Segmentation Challenge (MS-CMRSeg) dataset and use several evaluation metrics, including the center-to-center LV and right ventricle (RV) blood-pool distance, and the contour-to-contour blood-pool and myocardium distance between the LGE and bSSFP CMR images. Specifically, we showed that our registration method reduced the bSSFP to LGE LV blood-pool center distance from 3.28 mm before registration to 2.27 mm post registration and RV blood-pool center distance from 4.35 mm before registration to 2.52 mm post registration. We also show that the average surface distance (ASD) between bSSFP and LGE is reduced from 2.53 mm to 2.09 mm, 1.78 mm to 1.40 mm and 2.42 mm to 1.73 mm for LV blood-pool, LV myocardium and RV blood-pool, respectively. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-58523-5_30,Lecture Notes in Computer Science,"We introduce a learning-based approach for room navigation using semantic maps. Our proposed architecture learns to predict top-down belief maps of regions that lie beyond the agent’s field of view while modeling architectural and stylistic regularities in houses. First, we train a model to generate amodal semantic top-down maps indicating beliefs of location, size, and shape of rooms by learning the underlying architectural patterns in houses. Next, we use these maps to predict a point that lies in the target room and train a policy to navigate to the point. We empirically demonstrate that by predicting semantic maps, the model learns common correlations found in houses and generalizes to novel environments. We also demonstrate that reducing the task of room navigation to point navigation improves the performance further. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-58986-8_14,Lecture Notes in Computer Science,"When training a machine learning model, it is standard procedure for the researcher to have full knowledge of both the data and model. However, this engenders a lack of trust between data owners and data scientists. Data owners are justifiably reluctant to relinquish control of private information to third parties. Privacy-preserving techniques distribute computation in order to ensure that data remains in the control of the owner while learning takes place. However, architectures distributed amongst multiple agents introduce an entirely new set of security and trust complications, including data poisoning and model theft. This paper outlines a distributed infrastructure which can be used to facilitate peer-to-peer trust between entities; collaboratively performing a privacy-preserving workflow. Our outlined prototype enables the initialisation of industry gatekeepers and governance bodies as credential issuers under a certain application domain. Before participating in the distributed learning workflow, malicious actors must first negotiate valid credentials from these gatekeepers. We detail a proof of concept using Hyperledger Aries, Decentralised Identifiers (DIDs) and Verifiable Credentials (VCs) to establish a distributed trust architecture during a privacy-preserving machine learning experiment. Specifically, we utilise secure and authenticated DID communication channels in order to facilitate a federated learning workflow related to mental health care data. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1007/978-3-030-59277-6_2,Lecture Notes in Computer Science,"Parental influence plays an important role in the mental development of a child. In the early years of childhood, a parent acts as a role model to a child, so most of the children try to mimic their parents. In our work, we address a complex network model of a child who is influenced by a narcissistic parent from his/her childhood to his/her adolescence. This concept of mimicking in childhood is represented by social contagion. Later on, he/she can learn to develop his/her own personality based on experience and learning. This model can be used to predict the influence of a parent over the personality of a child. © 2022 Elsevier B.V., All rights reserved.",TOPIC
